activity_id,week,location_id,co_share_group
A049,8,PLAT:BET:S15:WB,n1
A049,8,PLAT:BET:S16:WB,n1
A049,8,SEC:BET:H02_S15:WB,n1
A049,8,SEC:BET:S15_S16:WB,n1
A049,9,PLAT:BET:H02:WB,n5
A049,9,PLAT:BET:S15:WB,n5
A049,9,PLAT:BET:S16:WB,n5
A049,9,SEC:BET:H02_S15:WB,n5
A049,9,SEC:BET:S15_S16:WB,n5
A049,10,PLAT:BET:H02:WB,n5
A049,10,PLAT:BET:S15:WB,n5
A049,10,PLAT:BET:S16:WB,n5
A049,10,SEC:BET:H02_S15:WB,n5
A049,10,SEC:BET:S15_S16:WB,n5
A049,11,PLAT:BET:H02:WB,n5
A049,11,PLAT:BET:S15:WB,n5
A049,11,PLAT:BET:S16:WB,n5
A049,11,SEC:BET:H02_S15:WB,n5
A049,11,SEC:BET:S15_S16:WB,n5
A049,12,PLAT:BET:H02:WB,n4
A049,12,PLAT:BET:S15:WB,n4
A049,12,PLAT:BET:S16:WB,n4
A049,12,SEC:BET:H02_S15:WB,n4
A049,12,SEC:BET:S15_S16:WB,n4
A050,17,PLAT:ALP:H01:WB,n1
A050,17,PLAT:ALP:S03:WB,n1
A050,17,PLAT:ALP:S04:WB,n1
A050,17,SEC:ALP:S03_S04:WB,n1
A050,17,SEC:ALP:S04_H01:WB,n1
A050,18,PLAT:ALP:H01:WB,n1
A050,18,PLAT:ALP:S03:WB,n1
A050,18,PLAT:ALP:S04:WB,n1
A050,18,SEC:ALP:S03_S04:WB,n1
A050,18,SEC:ALP:S04_H01:WB,n1
A051,26,PLAT:BET:S17:WB,n1
A051,26,PLAT:BET:S18:WB,n1
A051,26,SEC:BET:S17_S18:WB,n1
A051,27,PLAT:BET:S17:WB,n2
A051,27,PLAT:BET:S18:WB,n2
A051,27,SEC:BET:S17_S18:WB,n2
A054,17,PLAT:ALP:H01:EB,n1
A054,17,PLAT:ALP:H02:EB,n1
A054,17,PLAT:ALP:S04:EB,n1
A054,17,PLAT:ALP:S05:EB,n1
A054,17,SEC:ALP:H01_H02:EB,n1
A054,17,SEC:ALP:H02_S05:EB,n1
A054,17,SEC:ALP:S04_H01:EB,n1
A054,18,PLAT:ALP:H01:EB,n5
A054,18,PLAT:ALP:H02:EB,n5
A054,18,PLAT:ALP:S04:EB,n5
A054,18,PLAT:ALP:S05:EB,n5
A054,18,SEC:ALP:H01_H02:EB,n5
A054,18,SEC:ALP:H02_S05:EB,n5
A054,18,SEC:ALP:S04_H01:EB,n5
A055,16,PLAT:BET:H01:EB,n4
A055,16,PLAT:BET:H02:EB,n4
A055,16,PLAT:BET:S13:EB,n4
A055,16,PLAT:BET:S14:EB,n4
A055,16,SEC:BET:H01_H02:EB,n4
A055,16,SEC:BET:S13_S14:EB,n4
A055,16,SEC:BET:S14_H01:EB,n4
A056,18,PLAT:ALP:H02:WB,n2
A056,18,PLAT:ALP:S05:WB,n2
A056,18,PLAT:ALP:S06:WB,n2
A056,18,PLAT:ALP:S07:WB,n2
A056,18,SEC:ALP:H02_S05:WB,n2
A056,18,SEC:ALP:S05_S06:WB,n2
A056,18,SEC:ALP:S06_S07:WB,n2
A056,20,PLAT:ALP:H02:WB,n1
A056,20,PLAT:ALP:S05:WB,n1
A056,20,PLAT:ALP:S06:WB,n1
A056,20,PLAT:ALP:S07:WB,n1
A056,20,SEC:ALP:H02_S05:WB,n1
A056,20,SEC:ALP:S05_S06:WB,n1
A056,20,SEC:ALP:S06_S07:WB,n1
A057,15,PLAT:BET:H02:EB,n1
A057,15,PLAT:BET:S15:EB,n1
A057,15,PLAT:BET:S16:EB,n1
A057,15,SEC:BET:H02_S15:EB,n1
A057,15,SEC:BET:S15_S16:EB,n1
A057,17,PLAT:BET:H02:EB,n2
A057,17,PLAT:BET:S15:EB,n2
A057,17,PLAT:BET:S16:EB,n2
A057,17,SEC:BET:H02_S15:EB,n2
A057,17,SEC:BET:S15_S16:EB,n2
A057,18,PLAT:BET:H02:EB,n1
A057,18,PLAT:BET:S15:EB,n1
A057,18,PLAT:BET:S16:EB,n1
A057,18,SEC:BET:H02_S15:EB,n1
A057,18,SEC:BET:S15_S16:EB,n1
A057,20,PLAT:BET:H02:EB,n2
A057,20,PLAT:BET:S15:EB,n2
A057,20,PLAT:BET:S16:EB,n2
A057,20,SEC:BET:H02_S15:EB,n2
A057,20,SEC:BET:S15_S16:EB,n2
A057,21,PLAT:BET:H02:EB,n3
A057,21,PLAT:BET:S15:EB,n3
A057,21,PLAT:BET:S16:EB,n3
A057,21,SEC:BET:H02_S15:EB,n3
A057,21,SEC:BET:S15_S16:EB,n3
A057,22,PLAT:BET:H02:EB,n2
A057,22,PLAT:BET:S15:EB,n2
A057,22,PLAT:BET:S16:EB,n2
A057,22,SEC:BET:H02_S15:EB,n2
A057,22,SEC:BET:S15_S16:EB,n2
A057,23,PLAT:BET:H02:EB,n2
A057,23,PLAT:BET:S15:EB,n2
A057,23,PLAT:BET:S16:EB,n2
A057,23,SEC:BET:H02_S15:EB,n2
A057,23,SEC:BET:S15_S16:EB,n2
A058,2,PLAT:ALP:H01:WB,n2
A058,2,PLAT:ALP:H02:WB,n2
A058,2,PLAT:ALP:S03:WB,n2
A058,2,PLAT:ALP:S04:WB,n2
A058,2,SEC:ALP:H01_H02:WB,n2
A058,2,SEC:ALP:S03_S04:WB,n2
A058,2,SEC:ALP:S04_H01:WB,n2
A058,3,PLAT:ALP:H01:WB,n1
A058,3,PLAT:ALP:H02:WB,n1
A058,3,PLAT:ALP:S03:WB,n1
A058,3,PLAT:ALP:S04:WB,n1
A058,3,SEC:ALP:H01_H02:WB,n1
A058,3,SEC:ALP:S03_S04:WB,n1
A058,3,SEC:ALP:S04_H01:WB,n1
A058,4,PLAT:ALP:H01:WB,n3
A058,4,PLAT:ALP:H02:WB,n3
A058,4,PLAT:ALP:S03:WB,n3
A058,4,PLAT:ALP:S04:WB,n3
A058,4,SEC:ALP:H01_H02:WB,n3
A058,4,SEC:ALP:S03_S04:WB,n3
A058,4,SEC:ALP:S04_H01:WB,n3
A058,5,PLAT:ALP:H01:WB,n1
A058,5,PLAT:ALP:H02:WB,n1
A058,5,PLAT:ALP:S03:WB,n1
A058,5,PLAT:ALP:S04:WB,n1
A058,5,SEC:ALP:H01_H02:WB,n1
A058,5,SEC:ALP:S03_S04:WB,n1
A058,5,SEC:ALP:S04_H01:WB,n1
A058,6,PLAT:ALP:H01:WB,n1
A058,6,PLAT:ALP:H02:WB,n1
A058,6,PLAT:ALP:S03:WB,n1
A058,6,PLAT:ALP:S04:WB,n1
A058,6,SEC:ALP:H01_H02:WB,n1
A058,6,SEC:ALP:S03_S04:WB,n1
A058,6,SEC:ALP:S04_H01:WB,n1
A058,7,PLAT:ALP:H01:WB,n1
A058,7,PLAT:ALP:H02:WB,n1
A058,7,PLAT:ALP:S03:WB,n1
A058,7,PLAT:ALP:S04:WB,n1
A058,7,SEC:ALP:H01_H02:WB,n1
A058,7,SEC:ALP:S03_S04:WB,n1
A058,7,SEC:ALP:S04_H01:WB,n1
A058,8,PLAT:ALP:H01:WB,n4
A058,8,PLAT:ALP:H02:WB,n4
A058,8,PLAT:ALP:S03:WB,n4
A058,8,PLAT:ALP:S04:WB,n4
A058,8,SEC:ALP:H01_H02:WB,n4
A058,8,SEC:ALP:S03_S04:WB,n4
A058,8,SEC:ALP:S04_H01:WB,n4
A059,14,PLAT:ALP:S06:WB,n1
A059,14,PLAT:ALP:S07:WB,n1
A059,14,PLAT:ALP:S08:WB,n1
A059,14,SEC:ALP:S06_S07:WB,n1
A059,14,SEC:ALP:S07_S08:WB,n1
A059,15,PLAT:ALP:S06:WB,n1
A059,15,PLAT:ALP:S07:WB,n1
A059,15,PLAT:ALP:S08:WB,n1
A059,15,SEC:ALP:S06_S07:WB,n1
A059,15,SEC:ALP:S07_S08:WB,n1
A059,16,PLAT:ALP:S06:WB,n1
A059,16,PLAT:ALP:S07:WB,n1
A059,16,PLAT:ALP:S08:WB,n1
A059,16,SEC:ALP:S06_S07:WB,n1
A059,16,SEC:ALP:S07_S08:WB,n1
A059,17,PLAT:ALP:S06:WB,n1
A059,17,PLAT:ALP:S07:WB,n1
A059,17,PLAT:ALP:S08:WB,n1
A059,17,SEC:ALP:S06_S07:WB,n1
A059,17,SEC:ALP:S07_S08:WB,n1
A059,18,PLAT:ALP:S06:WB,n1
A059,18,PLAT:ALP:S07:WB,n1
A059,18,PLAT:ALP:S08:WB,n1
A059,18,SEC:ALP:S06_S07:WB,n1
A059,18,SEC:ALP:S07_S08:WB,n1
A059,19,PLAT:ALP:S06:WB,n1
A059,19,PLAT:ALP:S07:WB,n1
A059,19,PLAT:ALP:S08:WB,n1
A059,19,SEC:ALP:S06_S07:WB,n1
A059,19,SEC:ALP:S07_S08:WB,n1
A059,20,PLAT:ALP:S06:WB,n1
A059,20,PLAT:ALP:S07:WB,n1
A059,20,PLAT:ALP:S08:WB,n1
A059,20,SEC:ALP:S06_S07:WB,n1
A059,20,SEC:ALP:S07_S08:WB,n1
A060,13,PLAT:BET:H02:EB,n5
A060,13,PLAT:BET:S15:EB,n5
A060,13,PLAT:BET:S16:EB,n5
A060,13,SEC:BET:H02_S15:EB,n5
A060,13,SEC:BET:S15_S16:EB,n5
A060,14,PLAT:BET:H02:EB,n1
A060,14,PLAT:BET:S15:EB,n1
A060,14,PLAT:BET:S16:EB,n1
A060,14,SEC:BET:H02_S15:EB,n1
A060,14,SEC:BET:S15_S16:EB,n1
A060,16,PLAT:BET:H02:EB,n4
A060,16,PLAT:BET:S15:EB,n4
A060,16,PLAT:BET:S16:EB,n4
A060,16,SEC:BET:H02_S15:EB,n4
A060,16,SEC:BET:S15_S16:EB,n4
A061,4,PLAT:BET:H01:EB,n3
A061,4,PLAT:BET:H02:EB,n3
A061,4,PLAT:BET:S15:EB,n3
A061,4,SEC:BET:H01_H02:EB,n3
A061,4,SEC:BET:H02_S15:EB,n3
A061,5,PLAT:BET:H01:EB,n2
A061,5,PLAT:BET:H02:EB,n2
A061,5,PLAT:BET:S15:EB,n2
A061,5,SEC:BET:H01_H02:EB,n2
A061,5,SEC:BET:H02_S15:EB,n2
A061,6,PLAT:BET:H01:EB,n2
A061,6,PLAT:BET:H02:EB,n2
A061,6,PLAT:BET:S15:EB,n2
A061,6,SEC:BET:H01_H02:EB,n2
A061,6,SEC:BET:H02_S15:EB,n2
A061,7,PLAT:BET:H01:EB,n2
A061,7,PLAT:BET:H02:EB,n2
A061,7,PLAT:BET:S15:EB,n2
A061,7,SEC:BET:H01_H02:EB,n2
A061,7,SEC:BET:H02_S15:EB,n2
A061,8,PLAT:BET:H01:EB,n5
A061,8,PLAT:BET:H02:EB,n5
A061,8,PLAT:BET:S15:EB,n5
A061,8,SEC:BET:H01_H02:EB,n5
A061,8,SEC:BET:H02_S15:EB,n5
A061,9,PLAT:BET:H01:EB,n4
A061,9,PLAT:BET:H02:EB,n4
A061,9,PLAT:BET:S15:EB,n4
A061,9,SEC:BET:H01_H02:EB,n4
A061,9,SEC:BET:H02_S15:EB,n4
A061,10,PLAT:BET:H01:EB,n4
A061,10,PLAT:BET:H02:EB,n4
A061,10,PLAT:BET:S15:EB,n4
A061,10,SEC:BET:H01_H02:EB,n4
A061,10,SEC:BET:H02_S15:EB,n4
A063,5,PLAT:BET:H01:EB,n2
A063,5,PLAT:BET:H02:EB,n2
A063,5,PLAT:BET:S14:EB,n2
A063,5,SEC:BET:H01_H02:EB,n2
A063,5,SEC:BET:S14_H01:EB,n2
A064,16,PLAT:BET:S15:WB,n2
A064,16,PLAT:BET:S16:WB,n2
A064,16,SEC:BET:S15_S16:WB,n2
A065,19,PLAT:BET:S12:WB,n1
A065,19,PLAT:BET:S13:WB,n1
A065,19,SEC:BET:S12_S13:WB,n1
A066,25,PLAT:ALP:H01:WB,n1
A066,25,PLAT:ALP:S02:WB,n1
A066,25,PLAT:ALP:S03:WB,n1
A066,25,PLAT:ALP:S04:WB,n1
A066,25,SEC:ALP:S02_S03:WB,n1
A066,25,SEC:ALP:S03_S04:WB,n1
A066,25,SEC:ALP:S04_H01:WB,n1
A069,9,PLAT:ALP:H01:WB,n2
A069,9,PLAT:ALP:H02:WB,n2
A069,9,PLAT:ALP:S03:WB,n2
A069,9,PLAT:ALP:S04:WB,n2
A069,9,SEC:ALP:H01_H02:WB,n2
A069,9,SEC:ALP:S03_S04:WB,n2
A069,9,SEC:ALP:S04_H01:WB,n2
A069,10,PLAT:ALP:H01:WB,n2
A069,10,PLAT:ALP:H02:WB,n2
A069,10,PLAT:ALP:S03:WB,n2
A069,10,PLAT:ALP:S04:WB,n2
A069,10,SEC:ALP:H01_H02:WB,n2
A069,10,SEC:ALP:S03_S04:WB,n2
A069,10,SEC:ALP:S04_H01:WB,n2
A070,11,PLAT:ALP:H01:WB,n1
A070,11,PLAT:ALP:S03:WB,n1
A070,11,PLAT:ALP:S04:WB,n1
A070,11,SEC:ALP:S03_S04:WB,n1
A070,11,SEC:ALP:S04_H01:WB,n1
A070,12,PLAT:ALP:H01:WB,n1
A070,12,PLAT:ALP:S03:WB,n1
A070,12,PLAT:ALP:S04:WB,n1
A070,12,SEC:ALP:S03_S04:WB,n1
A070,12,SEC:ALP:S04_H01:WB,n1
A070,13,PLAT:ALP:H01:WB,n2
A070,13,PLAT:ALP:S03:WB,n2
A070,13,PLAT:ALP:S04:WB,n2
A070,13,SEC:ALP:S03_S04:WB,n2
A070,13,SEC:ALP:S04_H01:WB,n2
A070,14,PLAT:ALP:H01:WB,n5
A070,14,PLAT:ALP:S03:WB,n5
A070,14,PLAT:ALP:S04:WB,n5
A070,14,SEC:ALP:S03_S04:WB,n5
A070,14,SEC:ALP:S04_H01:WB,n5
A070,15,PLAT:ALP:H01:WB,n5
A070,15,PLAT:ALP:S03:WB,n5
A070,15,PLAT:ALP:S04:WB,n5
A070,15,SEC:ALP:S03_S04:WB,n5
A070,15,SEC:ALP:S04_H01:WB,n5
A071,15,PLAT:BET:S15:EB,n4
A071,15,PLAT:BET:S16:EB,n4
A071,15,PLAT:BET:S17:EB,n4
A071,15,SEC:BET:S15_S16:EB,n4
A071,15,SEC:BET:S16_S17:EB,n4
A072,23,PLAT:ALP:H01:EB,n1
A072,23,PLAT:ALP:H02:EB,n1
A072,23,PLAT:ALP:S04:EB,n1
A072,23,SEC:ALP:H01_H02:EB,n1
A072,23,SEC:ALP:S04_H01:EB,n1
A073,22,PLAT:BET:H01:EB,n2
A073,22,PLAT:BET:H02:EB,n2
A073,22,PLAT:BET:S15:EB,n2
A073,22,SEC:BET:H01_H02:EB,n2
A073,22,SEC:BET:H02_S15:EB,n2
A074,19,PLAT:ALP:H01:EB,n2
A074,19,PLAT:ALP:H02:EB,n2
A074,19,SEC:ALP:H01_H02:EB,n2
A075,28,PLAT:BET:H01:WB,n1
A075,28,PLAT:BET:H02:WB,n1
A075,28,SEC:BET:H01_H02:WB,n1
